id	accession	raw_id	primary_id	sra_id	bp_id	model	package	package_name	status	status_date	taxonomy_id	taxonomy_name	title	samp_name	paragraph	collection_date	geo_loc_name	host	isolation_source	lat_lon	nitro	phosphate	replicate	samp_collect_device	source_material_id	temp
BIOSAMPLE:SAMN15782958	SAMN15782958	15782958	SAMN15782958	SRS7229802	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.230	408172	marine metagenome	I9N2016_163_meta	I9N2016_163	No Station	2016-04-15T07:45:00Z	Indian Ocean	NA	marine water, oceanic	6.873103 N 89.054768 E	0.000 umol/L	0.010 umol/L		underway	IN163	30.707 C
BIOSAMPLE:SAMN15782959	SAMN15782959	15782959	SAMN15782959		656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-04-01T00:51:06.003	408172	marine metagenome	I9N2016_163DCM_meta	I9N2016_163DCM	Station 159	2016-04-15T07:45:00Z	Indian Ocean	NA	marine water, oceanic	6.873103 N 89.054768 E	0.000 umol/L	0.010 umol/L		CTD	IN163.dcm	NA
BIOSAMPLE:SAMN15782960	SAMN15782960	15782960	SAMN15782960	SRS7229519	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.247	408172	marine metagenome	I9N2016_164_meta	I9N2016_164	No Station	2016-04-15T10:50:00Z	Indian Ocean	NA	marine water, oceanic	7.062150 N 88.908965 E	NA	NA		underway	IN164	31.058 C
BIOSAMPLE:SAMN15782961	SAMN15782961	15782961	SAMN15782961	SRS7229520	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.247	408172	marine metagenome	I9N2016_165_meta	I9N2016_165	No Station	2016-04-15T12:45:00Z	Indian Ocean	NA	marine water, oceanic	7.241058 N 88.770695 E	0.000 umol/L	0.000 umol/L		underway	IN165	31.444 C
BIOSAMPLE:SAMN15782962	SAMN15782962	15782962	SAMN15782962	SRS7229521	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.263	408172	marine metagenome	I9N2016_166_meta	I9N2016_166	No Station	2016-04-15T16:25:00Z	Indian Ocean	NA	marine water, oceanic	7.470995 N 88.592437 E	NA	NA		underway	IN166	31.342 C
BIOSAMPLE:SAMN15782963	SAMN15782963	15782963	SAMN15782963	SRS7229522	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.280	408172	marine metagenome	I9N2016_167_meta	I9N2016_167	No Station	2016-04-15T18:15:00Z	Indian Ocean	NA	marine water, oceanic	7.611185 N 88.494713 E	0.000 umol/L	0.000 umol/L		underway	IN167	31.255 C
BIOSAMPLE:SAMN15782964	SAMN15782964	15782964	SAMN15782964	SRS7229524	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.280	408172	marine metagenome	I9N2016_168R20M_meta	I9N2016_168R20M	Station 162	2016-04-16T03:45:00Z	Indian Ocean	NA	marine water, oceanic	7.982877 N 88.201702 E	0.000 umol/L	0.000 umol/L		CTD	R168.20m	31.043 C
BIOSAMPLE:SAMN15782965	SAMN15782965	15782965	SAMN15782965		656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-04-01T00:51:06.003	408172	marine metagenome	I9N2016_168RDCM_meta	I9N2016_168RDCM	Station 162	2016-04-16T03:45:00Z	Indian Ocean	NA	marine water, oceanic	7.982877 N 88.201702 E	0.000 umol/L	0.000 umol/L		CTD	R168.dcm	NA
BIOSAMPLE:SAMN15782966	SAMN15782966	15782966	SAMN15782966	SRS7229523	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.293	408172	marine metagenome	I9N2016_168_meta	I9N2016_168	No Station	2016-04-16T01:00:00Z	Indian Ocean	NA	marine water, oceanic	7.982885 N 88.201662 E	0.000 umol/L	0.000 umol/L		underway	IN168	31.043 C
BIOSAMPLE:SAMN15782967	SAMN15782967	15782967	SAMN15782967	SRS7229525	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.293	408172	marine metagenome	I9N2016_169_meta	I9N2016_169	No Station	2016-04-16T05:37:00Z	Indian Ocean	NA	marine water, oceanic	8.198958 N 88.035468 E	NA	NA		underway	IN169	31.138 C
BIOSAMPLE:SAMN15782968	SAMN15782968	15782968	SAMN15782968	SRS7229527	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.310	408172	marine metagenome	I9N2016_170_meta	I9N2016_170	No Station	2016-04-16T07:30:00Z	Indian Ocean	NA	marine water, oceanic	8.349537 N 87.919377 E	0.000 umol/L	0.000 umol/L		underway	IN170	31.125 C
BIOSAMPLE:SAMN15782969	SAMN15782969	15782969	SAMN15782969	SRS7229526	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.327	408172	marine metagenome	I9N2016_171_meta	I9N2016_171	No Station	2016-04-16T10:40:00Z	Indian Ocean	NA	marine water, oceanic	8.464125 N 87.830913 E	NA	NA		underway	IN171	31.118 C
BIOSAMPLE:SAMN15782970	SAMN15782970	15782970	SAMN15782970	SRS7229529	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.327	408172	marine metagenome	I9N2016_172_meta	I9N2016_172	No Station	2016-04-16T12:55:00Z	Indian Ocean	NA	marine water, oceanic	8.720113 N 87.632397 E	0.000 umol/L	0.000 umol/L		underway	IN172	31.638 C
BIOSAMPLE:SAMN15782971	SAMN15782971	15782971	SAMN15782971	SRS7229530	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.340	408172	marine metagenome	I9N2016_173_meta	I9N2016_173	No Station	2016-04-16T16:06:00Z	Indian Ocean	NA	marine water, oceanic	8.861760 N 87.522507 E	NA	NA		underway	IN173	31.109 C
BIOSAMPLE:SAMN15782972	SAMN15782972	15782972	SAMN15782972	SRS7229531	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.357	408172	marine metagenome	I9N2016_174_meta	I9N2016_174	No Station	2016-04-16T18:00:00Z	Indian Ocean	NA	marine water, oceanic	9.088572 N 87.349742 E	0.000 umol/L	0.000 umol/L		underway	IN174	32.625 C
BIOSAMPLE:SAMN15782973	SAMN15782973	15782973	SAMN15782973	SRS7229532	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.357	408172	marine metagenome	I9N2016_175_meta	I9N2016_175	No Station	2016-04-16T21:21:00Z	Indian Ocean	NA	marine water, oceanic	9.218977 N 87.250072 E	NA	NA		underway	IN175	31.337 C
BIOSAMPLE:SAMN15782974	SAMN15782974	15782974	SAMN15782974	SRS7229533	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.373	408172	marine metagenome	I9N2016_176_meta	I9N2016_176	No Station	2016-04-16T23:30:00Z	Indian Ocean	NA	marine water, oceanic	9.458177 N 87.069148 E	0.000 umol/L	0.000 umol/L		underway	IN176	31.369 C
BIOSAMPLE:SAMN15782975	SAMN15782975	15782975	SAMN15782975	SRS7229535	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.373	408172	marine metagenome	I9N2016_177_meta	I9N2016_177	No Station	2016-04-17T03:40:00Z	Indian Ocean	NA	marine water, oceanic	9.658243 N 87.377198 E	NA	NA		underway	IN177	30.883 C
BIOSAMPLE:SAMN15782976	SAMN15782976	15782976	SAMN15782976	SRS7229539	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.390	408172	marine metagenome	I9N2016_181_meta	I9N2016_181	No Station	2016-04-17T16:25:00Z	Indian Ocean	NA	marine water, oceanic	9.891850 N 87.020157 E	NA	NA		underway	IN181	31.151 C
BIOSAMPLE:SAMN15782977	SAMN15782977	15782977	SAMN15782977	SRS7229537	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.403	408172	marine metagenome	I9N2016_180_meta	I9N2016_180	No Station	2016-04-17T13:25:00Z	Indian Ocean	NA	marine water, oceanic	9.966300 N 87.299320 E	0.000 umol/L	0.000 umol/L		underway	IN180	31.557 C
BIOSAMPLE:SAMN15782978	SAMN15782978	15782978	SAMN15782978	SRS7229534	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.403	408172	marine metagenome	I9N2016_178_meta	I9N2016_178	No Station	2016-04-17T07:00:00Z	Indian Ocean	NA	marine water, oceanic	9.966450 N 87.851523 E	0.000 umol/L	0.000 umol/L		underway	IN178	31.089 C
BIOSAMPLE:SAMN15782979	SAMN15782979	15782979	SAMN15782979	SRS7229536	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.420	408172	marine metagenome	I9N2016_179_meta	I9N2016_179	No Station	2016-04-17T11:00:00Z	Indian Ocean	NA	marine water, oceanic	9.966582 N 87.571217 E	NA	NA		underway	IN179	30.972 C
BIOSAMPLE:SAMN15782980	SAMN15782980	15782980	SAMN15782980	SRS7229540	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.420	408172	marine metagenome	I9N2016_182_meta	I9N2016_182	No Station	2016-04-17T18:20:00Z	Indian Ocean	NA	marine water, oceanic	9.827908 N 86.782368 E	0.020 umol/L	0.000 umol/L		underway	IN182	30.982 C
BIOSAMPLE:SAMN15782981	SAMN15782981	15782981	SAMN15782981	SRS7229543	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.437	408172	marine metagenome	I9N2016_183_meta	I9N2016_183	No Station	2016-04-17T22:07:00Z	Indian Ocean	NA	marine water, oceanic	9.895022 N 86.505977 E	NA	NA		underway	IN183	30.973 C
BIOSAMPLE:SAMN15782982	SAMN15782982	15782982	SAMN15782982	SRS7229757	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.450	408172	marine metagenome	I9N2016_186_meta	I9N2016_186	No Station	2016-04-18T05:50:00Z	Indian Ocean	NA	marine water, oceanic	9.953170 N 85.656882 E	0.000 umol/L	0.000 umol/L		underway	IN186	30.707 C
BIOSAMPLE:SAMN15782983	SAMN15782983	15782983	SAMN15782983	SRS7229758	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.450	408172	marine metagenome	I9N2016_187_meta	I9N2016_187	No Station	2016-04-18T09:30:00Z	Indian Ocean	NA	marine water, oceanic	9.963860 N 85.420058 E	NA	NA		underway	IN187	31.071 C
BIOSAMPLE:SAMN15782984	SAMN15782984	15782984	SAMN15782984	SRS7229756	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.467	408172	marine metagenome	I9N2016_185_meta	I9N2016_185	No Station	2016-04-18T03:16:00Z	Indian Ocean	NA	marine water, oceanic	9.964892 N 86.059128 E	NA	NA		underway	IN185	30.747 C
BIOSAMPLE:SAMN15782985	SAMN15782985	15782985	SAMN15782985	SRS7229542	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.480	408172	marine metagenome	I9N2016_184_meta	I9N2016_184	No Station	2016-04-18T00:12:00Z	Indian Ocean	NA	marine water, oceanic	9.968927 N 86.199962 E	0.050 umol/L	0.000 umol/L		underway	IN184	30.940 C
BIOSAMPLE:SAMN15782986	SAMN15782986	15782986	SAMN15782986	SRS7229760	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.480	408172	marine metagenome	I9N2016_189_meta	I9N2016_189	No Station	2016-04-18T16:28:00Z	Indian Ocean	NA	marine water, oceanic	9.972413 N 84.752607 E	0.000 umol/L	0.000 umol/L		underway	IN189	31.283 C
BIOSAMPLE:SAMN15782987	SAMN15782987	15782987	SAMN15782987	SRS7229759	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.497	408172	marine metagenome	I9N2016_188_meta	I9N2016_188	No Station	2016-04-18T11:40:00Z	Indian Ocean	NA	marine water, oceanic	9.975257 N 85.174417 E	0.000 umol/L	0.020 umol/L		underway	IN188	31.421 C
BIOSAMPLE:SAMN15782988	SAMN15782988	15782988	SAMN15782988	SRS7229765	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.497	408172	marine metagenome	I9N2016_193_meta	I9N2016_193	No Station	2016-04-19T10:45:00Z	Indian Ocean	NA	marine water, oceanic	7.747110 N 85.747003 E	0.000 umol/L	0.000 umol/L		underway	IN193	31.133 C
BIOSAMPLE:SAMN15782989	SAMN15782989	15782989	SAMN15782989	SRS7229766	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.513	408172	marine metagenome	I9N2016_194_meta	I9N2016_194	No Station	2016-04-19T15:15:00Z	Indian Ocean	NA	marine water, oceanic	8.040185 N 85.893195 E	NA	NA		underway	IN194	31.224 C
BIOSAMPLE:SAMN15782990	SAMN15782990	15782990	SAMN15782990	SRS7229764	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.530	408172	marine metagenome	I9N2016_192_meta	I9N2016_192	No Station	2016-04-19T07:15:00Z	Indian Ocean	NA	marine water, oceanic	8.256575 N 85.519508 E	NA	NA		underway	IN192	30.967 C
BIOSAMPLE:SAMN15782991	SAMN15782991	15782991	SAMN15782991	SRS7229767	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.530	408172	marine metagenome	I9N2016_195_meta	I9N2016_195	No Station	2016-04-19T16:58:00Z	Indian Ocean	NA	marine water, oceanic	8.266043 N 86.005745 E	0.010 umol/L	0.000 umol/L		underway	IN195	31.012 C
BIOSAMPLE:SAMN15782992	SAMN15782992	15782992	SAMN15782992	SRS7229763	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.543	408172	marine metagenome	I9N2016_191_meta	I9N2016_191	No Station	2016-04-19T01:12:00Z	Indian Ocean	NA	marine water, oceanic	8.857742 N 85.249603 E	0.000 umol/L	0.010 umol/L		underway	IN191	30.924 C
BIOSAMPLE:SAMN15782993	SAMN15782993	15782993	SAMN15782993	SRS7229761	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.543	408172	marine metagenome	I9N2016_190_meta	I9N2016_190	No Station	2016-04-18T22:19:00Z	Indian Ocean	NA	marine water, oceanic	9.338335 N 85.036132 E	NA	NA		underway	IN190	30.904 C
BIOSAMPLE:SAMN15782994	SAMN15782994	15782994	SAMN15782994	SRS7229769	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.560	408172	marine metagenome	I9N2016_196_meta	I9N2016_196	No Station	2016-04-19T20:34:00Z	Indian Ocean	NA	marine water, oceanic	8.499910 N 86.122778 E	NA	NA		underway	IN196	30.947 C
BIOSAMPLE:SAMN15782995	SAMN15782995	15782995	SAMN15782995	SRS7229768	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.577	408172	marine metagenome	I9N2016_197_meta	I9N2016_197	No Station	2016-04-19T22:24:00Z	Indian Ocean	NA	marine water, oceanic	8.786720 N 86.266047 E	0.000 umol/L	0.000 umol/L		underway	IN197	31.027 C
BIOSAMPLE:SAMN15782996	SAMN15782996	15782996	SAMN15782996	SRS7229770	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.577	408172	marine metagenome	I9N2016_198_meta	I9N2016_198	No Station	2016-04-20T02:30:00Z	Indian Ocean	NA	marine water, oceanic	9.069375 N 86.406238 E	NA	NA		underway	IN198	30.877 C
BIOSAMPLE:SAMN15782997	SAMN15782997	15782997	SAMN15782997	SRS7229771	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.590	408172	marine metagenome	I9N2016_199_meta	I9N2016_199	No Station	2016-04-20T04:30:00Z	Indian Ocean	NA	marine water, oceanic	9.307015 N 86.523887 E	0.000 umol/L	0.000 umol/L		underway	IN199	31.053 C
BIOSAMPLE:SAMN15782998	SAMN15782998	15782998	SAMN15782998	SRS7229772	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.590	408172	marine metagenome	I9N2016_200_meta	I9N2016_200	No Station	2016-04-20T08:30:00Z	Indian Ocean	NA	marine water, oceanic	9.594060 N 86.664167 E	NA	NA		underway	IN200	30.967 C
BIOSAMPLE:SAMN15782999	SAMN15782999	15782999	SAMN15782999	SRS7229773	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.607	408172	marine metagenome	I9N2016_201_meta	I9N2016_201	No Station	2016-04-20T10:20:00Z	Indian Ocean	NA	marine water, oceanic	9.826952 N 86.798663 E	0.000 umol/L	0.000 umol/L		underway	IN201	31.323 C
BIOSAMPLE:SAMN15783000	SAMN15783000	15783000	SAMN15783000	SRS7229775	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.623	408172	marine metagenome	I9N2016_202_meta	I9N2016_202	No Station	2016-04-20T14:25:00Z	Indian Ocean	NA	marine water, oceanic	10.102023 N 86.944930 E	NA	NA		underway	IN202	31.142 C
BIOSAMPLE:SAMN15783001	SAMN15783001	15783001	SAMN15783001	SRS7229776	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.623	408172	marine metagenome	I9N2016_203_meta	I9N2016_203	No Station	2016-04-20T16:30:00Z	Indian Ocean	NA	marine water, oceanic	10.299675 N 87.062243 E	0.010 umol/L	0.000 umol/L		underway	IN203	31.652 C
BIOSAMPLE:SAMN15783002	SAMN15783002	15783002	SAMN15783002	SRS7229777	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.640	408172	marine metagenome	I9N2016_204_meta	I9N2016_204	No Station	2016-04-20T19:56:00Z	Indian Ocean	NA	marine water, oceanic	10.490858 N 87.176090 E	NA	NA		underway	IN204	31.173 C
BIOSAMPLE:SAMN15783003	SAMN15783003	15783003	SAMN15783003	SRS7229778	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.640	408172	marine metagenome	I9N2016_205_meta	I9N2016_205	No Station	2016-04-20T22:15:00Z	Indian Ocean	NA	marine water, oceanic	10.772472 N 87.343777 E	0.000 umol/L	0.000 umol/L		underway	IN205	31.038 C
BIOSAMPLE:SAMN15783004	SAMN15783004	15783004	SAMN15783004	SRS7229779	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.653	408172	marine metagenome	I9N2016_206_meta	I9N2016_206	No Station	2016-04-21T02:30:00Z	Indian Ocean	NA	marine water, oceanic	11.043888 N 87.505098 E	NA	NA		underway	IN206	31.240 C
BIOSAMPLE:SAMN15783005	SAMN15783005	15783005	SAMN15783005	SRS7229156	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.670	408172	marine metagenome	I9N2016_207_meta	I9N2016_207	No Station	2016-04-21T04:50:00Z	Indian Ocean	NA	marine water, oceanic	11.243257 N 87.623212 E	0.010 umol/L	0.000 umol/L		underway	IN207	31.227 C
BIOSAMPLE:SAMN15783006	SAMN15783006	15783006	SAMN15783006	SRS7229157	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.670	408172	marine metagenome	I9N2016_208_meta	I9N2016_208	No Station	2016-04-21T08:00:00Z	Indian Ocean	NA	marine water, oceanic	11.508232 N 87.780857 E	NA	NA		underway	IN208	31.178 C
BIOSAMPLE:SAMN15783007	SAMN15783007	15783007	SAMN15783007	SRS7229158	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.687	408172	marine metagenome	I9N2016_209_meta	I9N2016_209	No Station	2016-04-21T10:20:00Z	Indian Ocean	NA	marine water, oceanic	11.714718 N 87.903132 E	0.020 umol/L	0.000 umol/L		underway	IN209	32.000 C
BIOSAMPLE:SAMN15783008	SAMN15783008	15783008	SAMN15783008	SRS7229159	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.687	408172	marine metagenome	I9N2016_210_meta	I9N2016_210	No Station	2016-04-21T14:20:00Z	Indian Ocean	NA	marine water, oceanic	11.970467 N 88.056458 E	NA	NA		underway	IN210	30.963 C
BIOSAMPLE:SAMN15783009	SAMN15783009	15783009	SAMN15783009	SRS7229160	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.700	408172	marine metagenome	I9N2016_211_meta	I9N2016_211	No Station	2016-04-21T16:30:00Z	Indian Ocean	NA	marine water, oceanic	12.187783 N 88.181070 E	0.000 umol/L	0.000 umol/L		underway	IN211	31.106 C
BIOSAMPLE:SAMN15783010	SAMN15783010	15783010	SAMN15783010	SRS7229162	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.717	408172	marine metagenome	I9N2016_212_meta	I9N2016_212	No Station	2016-04-21T20:07:00Z	Indian Ocean	NA	marine water, oceanic	12.474298 N 88.353922 E	NA	NA		underway	IN212	30.851 C
BIOSAMPLE:SAMN15783011	SAMN15783011	15783011	SAMN15783011	SRS7229163	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.717	408172	marine metagenome	I9N2016_213_meta	I9N2016_213	No Station	2016-04-21T22:22:00Z	Indian Ocean	NA	marine water, oceanic	12.658072 N 88.464903 E	0.000 umol/L	0.000 umol/L		underway	IN213	30.923 C
BIOSAMPLE:SAMN15783012	SAMN15783012	15783012	SAMN15783012	SRS7229164	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.730	408172	marine metagenome	I9N2016_214_meta	I9N2016_214	No Station	2016-04-22T02:10:00Z	Indian Ocean	NA	marine water, oceanic	12.857985 N 88.583042 E	NA	NA		underway	IN214	30.848 C
BIOSAMPLE:SAMN15783013	SAMN15783013	15783013	SAMN15783013	SRS7229165	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.730	408172	marine metagenome	I9N2016_215_meta	I9N2016_215	No Station	2016-04-22T04:20:00Z	Indian Ocean	NA	marine water, oceanic	13.130095 N 88.744498 E	0.020 umol/L	0.000 umol/L		underway	IN215	30.634 C
BIOSAMPLE:SAMN15783014	SAMN15783014	15783014	SAMN15783014	SRS7229166	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.747	408172	marine metagenome	I9N2016_216_meta	I9N2016_216	No Station	2016-04-22T08:00:00Z	Indian Ocean	NA	marine water, oceanic	13.394050 N 88.901438 E	NA	NA		underway	IN216	30.697 C
BIOSAMPLE:SAMN15783015	SAMN15783015	15783015	SAMN15783015	SRS7229167	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.763	408172	marine metagenome	I9N2016_217_meta	I9N2016_217	No Station	2016-04-22T10:00:00Z	Indian Ocean	NA	marine water, oceanic	13.601782 N 89.025537 E	0.000 umol/L	0.000 umol/L		underway	IN217	31.033 C
BIOSAMPLE:SAMN15783016	SAMN15783016	15783016	SAMN15783016	SRS7229168	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.763	408172	marine metagenome	I9N2016_218_meta	I9N2016_218	No Station	2016-04-22T13:40:00Z	Indian Ocean	NA	marine water, oceanic	13.813268 N 89.150837 E	NA	NA		underway	IN218	30.937 C
BIOSAMPLE:SAMN15783017	SAMN15783017	15783017	SAMN15783017	SRS7229169	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.780	408172	marine metagenome	I9N2016_219_meta	I9N2016_219	No Station	2016-04-22T15:45:00Z	Indian Ocean	NA	marine water, oceanic	14.074168 N 89.306118 E	0.000 umol/L	0.000 umol/L		underway	IN219	30.888 C
BIOSAMPLE:SAMN15783018	SAMN15783018	15783018	SAMN15783018	SRS7229170	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.780	408172	marine metagenome	I9N2016_220_meta	I9N2016_220	No Station	2016-04-22T20:00:00Z	Indian Ocean	NA	marine water, oceanic	14.450468 N 89.532237 E	NA	NA		underway	IN220	30.530 C
BIOSAMPLE:SAMN15783019	SAMN15783019	15783019	SAMN15783019	SRS7229171	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.793	408172	marine metagenome	I9N2016_221_meta	I9N2016_221	No Station	2016-04-22T22:30:00Z	Indian Ocean	NA	marine water, oceanic	14.545605 N 89.586362 E	0.000 umol/L	0.000 umol/L		underway	IN221	30.035 C
BIOSAMPLE:SAMN15783020	SAMN15783020	15783020	SAMN15783020	SRS7229173	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.810	408172	marine metagenome	I9N2016_222_meta	I9N2016_222	No Station	2016-04-23T02:34:00Z	Indian Ocean	NA	marine water, oceanic	14.634495 N 89.621382 E	NA	NA		underway	IN222	30.098 C
BIOSAMPLE:SAMN15783021	SAMN15783021	15783021	SAMN15783021	SRS7229174	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.810	408172	marine metagenome	I9N2016_223_meta	I9N2016_223	No Station	2016-04-23T05:08:00Z	Indian Ocean	NA	marine water, oceanic	15.083552 N 89.816810 E	0.000 umol/L	0.000 umol/L		underway	IN223	30.295 C
BIOSAMPLE:SAMN15783022	SAMN15783022	15783022	SAMN15783022	SRS7229175	656268	Metagenome or environmental	Metagenome.environmental.1.0	Metagenome or environmental; version 1.0	live	2021-03-03T18:38:31.827	408172	marine metagenome	I9N2016_224_meta	I9N2016_224	No Station	2016-04-23T08:30:00Z	Indian Ocean	NA	marine water, oceanic	15.164777 N 89.809735 E	NA	NA		underway	IN224	29.826 C
